ticket_id,customer_id,interaction_type,issue_type,status,created_at,resolved_at,agent_id,satisfaction_score,transcript_text,source_system,ingestion_timestamp
TICKET_000828,CUST_0217,Self-service,Feature Request,Open,2025-05-06 22:12:41,,AGENT_381,2,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000829,CUST_0217,Chat,Feature Request,Resolved,2025-08-17 22:12:41,2025-08-31 22:12:41,AGENT_568,4,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000830,CUST_0217,Call,Account Issue,Resolved,2025-06-17 22:12:41,2025-06-24 22:12:41,AGENT_882,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000831,CUST_0217,Self-service,Technical Support,Resolved,2025-07-11 22:12:41,2025-07-17 22:12:41,AGENT_853,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000832,CUST_0217,Call,Billing Inquiry,In Progress,2025-05-11 22:12:41,,AGENT_417,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000833,CUST_0218,Call,Billing Inquiry,Resolved,2025-05-10 22:12:41,2025-05-21 22:12:41,AGENT_551,4,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000834,CUST_0218,Self-service,Billing Inquiry,Resolved,2025-09-30 22:12:41,2025-10-13 22:12:41,AGENT_890,4,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000835,CUST_0218,Call,Bug Report,Resolved,2025-08-02 22:12:41,2025-08-04 22:12:41,AGENT_525,3,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000836,CUST_0218,Chat,Bug Report,Resolved,2025-10-12 22:12:41,2025-10-23 22:12:41,AGENT_743,3,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000837,CUST_0218,Chat,Bug Report,Resolved,2025-07-01 22:12:41,2025-07-12 22:12:41,AGENT_810,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000838,CUST_0218,Chat,Technical Support,In Progress,2025-08-22 22:12:41,,AGENT_909,3,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000839,CUST_0218,Self-service,Feature Request,Resolved,2025-08-21 22:12:41,2025-08-25 22:12:41,AGENT_499,3,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000840,CUST_0218,Email,Bug Report,Resolved,2025-05-06 22:12:41,2025-05-11 22:12:41,AGENT_278,4,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000841,CUST_0218,Email,Feature Request,Resolved,2025-09-25 22:12:41,2025-09-27 22:12:41,AGENT_485,4,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000842,CUST_0219,Chat,Feature Request,Resolved,2025-05-25 22:12:41,2025-06-06 22:12:41,AGENT_206,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000843,CUST_0219,Call,Account Issue,Resolved,2025-07-21 22:12:41,2025-07-23 22:12:41,AGENT_164,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000844,CUST_0219,Self-service,Account Issue,Resolved,2025-09-03 22:12:41,2025-09-10 22:12:41,AGENT_151,4,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000845,CUST_0219,Chat,Technical Support,Resolved,2025-09-30 22:12:41,2025-10-07 22:12:41,AGENT_751,3,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000846,CUST_0219,Self-service,Feature Request,Resolved,2025-06-26 22:12:41,2025-07-09 22:12:41,AGENT_816,3,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000847,CUST_0219,Chat,Bug Report,Resolved,2025-10-17 22:12:41,2025-10-24 22:12:41,AGENT_605,5,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000848,CUST_0219,Chat,Billing Inquiry,Resolved,2025-07-10 22:12:41,2025-07-12 22:12:41,AGENT_735,5,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000849,CUST_0219,Chat,Feature Request,Resolved,2025-06-21 22:12:41,2025-06-26 22:12:41,AGENT_992,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000850,CUST_0220,Email,Bug Report,Resolved,2025-07-13 22:12:41,2025-07-16 22:12:41,AGENT_842,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000851,CUST_0220,Chat,Billing Inquiry,Resolved,2025-09-24 22:12:41,2025-10-07 22:12:41,AGENT_239,4,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000852,CUST_0220,Email,Account Issue,Resolved,2025-06-24 22:12:41,2025-06-27 22:12:41,AGENT_968,3,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000853,CUST_0220,Chat,Billing Inquiry,Open,2025-05-08 22:12:41,,AGENT_921,1,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000854,CUST_0220,Call,Account Issue,Resolved,2025-07-28 22:12:41,2025-08-11 22:12:41,AGENT_792,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000855,CUST_0220,Chat,Technical Support,Resolved,2025-09-04 22:12:41,2025-09-17 22:12:41,AGENT_596,4,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000856,CUST_0222,Call,Billing Inquiry,Resolved,2025-07-30 22:12:41,2025-08-13 22:12:41,AGENT_864,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000857,CUST_0222,Call,Account Issue,Resolved,2025-05-03 22:12:41,2025-05-13 22:12:41,AGENT_624,3,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000858,CUST_0224,Call,Billing Inquiry,Resolved,2025-07-06 22:12:41,2025-07-11 22:12:41,AGENT_528,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000859,CUST_0224,Chat,Bug Report,Resolved,2025-07-19 22:12:41,2025-07-23 22:12:41,AGENT_110,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000860,CUST_0225,Chat,Technical Support,Resolved,2025-08-11 22:12:41,2025-08-13 22:12:41,AGENT_865,3,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000861,CUST_0226,Email,Bug Report,Resolved,2025-07-10 22:12:41,2025-07-19 22:12:41,AGENT_432,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000862,CUST_0226,Self-service,Bug Report,Resolved,2025-07-28 22:12:41,2025-07-29 22:12:41,AGENT_731,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000863,CUST_0226,Email,Technical Support,Resolved,2025-08-05 22:12:41,2025-08-19 22:12:41,AGENT_825,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000864,CUST_0227,Chat,Bug Report,Open,2025-06-08 22:12:41,,AGENT_437,1,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000865,CUST_0227,Self-service,Account Issue,Open,2025-10-12 22:12:41,,AGENT_636,2,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000866,CUST_0228,Call,Account Issue,Resolved,2025-05-28 22:12:41,2025-06-03 22:12:41,AGENT_819,5,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000867,CUST_0228,Email,Billing Inquiry,Resolved,2025-07-25 22:12:41,2025-08-08 22:12:41,AGENT_631,5,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000868,CUST_0228,Call,Technical Support,Resolved,2025-07-11 22:12:41,2025-07-18 22:12:41,AGENT_234,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000869,CUST_0229,Self-service,Technical Support,Resolved,2025-09-18 22:12:41,2025-09-24 22:12:41,AGENT_218,3,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000870,CUST_0229,Chat,Account Issue,Resolved,2025-05-14 22:12:41,2025-05-20 22:12:41,AGENT_236,5,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000871,CUST_0229,Call,Bug Report,Resolved,2025-05-31 22:12:41,2025-06-02 22:12:41,AGENT_266,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000872,CUST_0229,Self-service,Billing Inquiry,Resolved,2025-09-23 22:12:41,2025-10-07 22:12:41,AGENT_236,4,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000873,CUST_0229,Self-service,Technical Support,Resolved,2025-10-13 22:12:41,2025-10-15 22:12:41,AGENT_464,3,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000874,CUST_0229,Chat,Account Issue,Resolved,2025-05-10 22:12:41,2025-05-22 22:12:41,AGENT_317,3,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000875,CUST_0229,Self-service,Bug Report,Resolved,2025-07-14 22:12:41,2025-07-26 22:12:41,AGENT_977,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000876,CUST_0230,Call,Billing Inquiry,Resolved,2025-08-24 22:12:41,2025-09-03 22:12:41,AGENT_560,5,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000877,CUST_0230,Call,Feature Request,Resolved,2025-07-22 22:12:41,2025-07-29 22:12:41,AGENT_139,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000878,CUST_0230,Chat,Technical Support,Resolved,2025-05-19 22:12:41,2025-05-29 22:12:41,AGENT_297,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000879,CUST_0231,Call,Account Issue,Resolved,2025-05-06 22:12:41,2025-05-11 22:12:41,AGENT_855,5,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000880,CUST_0231,Chat,Feature Request,Resolved,2025-09-27 22:12:41,2025-10-07 22:12:41,AGENT_318,5,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000881,CUST_0231,Call,Feature Request,Resolved,2025-09-05 22:12:41,2025-09-11 22:12:41,AGENT_652,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000882,CUST_0231,Call,Feature Request,Resolved,2025-07-17 22:12:41,2025-07-20 22:12:41,AGENT_547,4,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000883,CUST_0231,Email,Account Issue,Resolved,2025-10-05 22:12:41,2025-10-17 22:12:41,AGENT_483,5,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000884,CUST_0232,Chat,Bug Report,Resolved,2025-06-30 22:12:41,2025-07-06 22:12:41,AGENT_918,4,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000885,CUST_0232,Email,Billing Inquiry,Resolved,2025-09-02 22:12:41,2025-09-05 22:12:41,AGENT_548,3,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000886,CUST_0232,Self-service,Bug Report,Resolved,2025-05-07 22:12:41,2025-05-15 22:12:41,AGENT_637,4,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000887,CUST_0232,Email,Account Issue,Resolved,2025-08-18 22:12:41,2025-08-20 22:12:41,AGENT_470,3,Billing inquiry regarding recent charges. Explained pricing structure.,Support_System,2025-10-21 22:12:41
TICKET_000888,CUST_0233,Chat,Account Issue,Resolved,2025-05-25 22:12:41,2025-06-03 22:12:41,AGENT_466,5,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000889,CUST_0233,Chat,Technical Support,Resolved,2025-07-18 22:12:41,2025-07-27 22:12:41,AGENT_486,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000890,CUST_0233,Call,Feature Request,Resolved,2025-05-26 22:12:41,2025-05-28 22:12:41,AGENT_238,4,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000891,CUST_0233,Self-service,Feature Request,Resolved,2025-10-14 22:12:41,2025-10-21 22:12:41,AGENT_655,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000892,CUST_0233,Call,Feature Request,Resolved,2025-09-07 22:12:41,2025-09-17 22:12:41,AGENT_651,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000893,CUST_0233,Email,Technical Support,Resolved,2025-08-01 22:12:41,2025-08-10 22:12:41,AGENT_648,5,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000894,CUST_0233,Email,Feature Request,Resolved,2025-05-03 22:12:41,2025-05-08 22:12:41,AGENT_505,4,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000895,CUST_0236,Self-service,Billing Inquiry,Resolved,2025-09-08 22:12:41,2025-09-15 22:12:41,AGENT_734,5,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000896,CUST_0236,Chat,Feature Request,Resolved,2025-07-15 22:12:41,2025-07-22 22:12:41,AGENT_511,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000897,CUST_0237,Email,Feature Request,Resolved,2025-09-08 22:12:41,2025-09-21 22:12:41,AGENT_247,5,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000898,CUST_0237,Self-service,Billing Inquiry,Resolved,2025-07-08 22:12:41,2025-07-18 22:12:41,AGENT_790,4,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000899,CUST_0237,Self-service,Feature Request,Resolved,2025-08-02 22:12:41,2025-08-06 22:12:41,AGENT_310,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000900,CUST_0237,Self-service,Account Issue,Resolved,2025-07-13 22:12:41,2025-07-26 22:12:41,AGENT_578,4,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000901,CUST_0237,Call,Account Issue,Resolved,2025-07-02 22:12:41,2025-07-04 22:12:41,AGENT_611,4,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000902,CUST_0237,Call,Technical Support,Resolved,2025-07-03 22:12:41,2025-07-06 22:12:41,AGENT_240,4,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000903,CUST_0237,Chat,Account Issue,Resolved,2025-08-28 22:12:41,2025-09-03 22:12:41,AGENT_365,3,Feature request for additional reporting capabilities. Escalated to product team.,LiveChat,2025-10-21 22:12:41
TICKET_000904,CUST_0239,Email,Billing Inquiry,Resolved,2025-09-21 22:12:41,2025-09-25 22:12:41,AGENT_818,4,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000905,CUST_0239,Self-service,Technical Support,Resolved,2025-05-01 22:12:41,2025-05-10 22:12:41,AGENT_811,5,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000906,CUST_0239,Email,Technical Support,Resolved,2025-06-14 22:12:41,2025-06-21 22:12:41,AGENT_817,5,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000907,CUST_0239,Chat,Account Issue,Resolved,2025-06-21 22:12:41,2025-06-25 22:12:41,AGENT_487,3,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000908,CUST_0239,Chat,Feature Request,Resolved,2025-06-23 22:12:41,2025-07-06 22:12:41,AGENT_215,4,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000909,CUST_0239,Self-service,Technical Support,Resolved,2025-07-16 22:12:41,2025-07-27 22:12:41,AGENT_244,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000910,CUST_0239,Email,Technical Support,Resolved,2025-05-13 22:12:41,2025-05-16 22:12:41,AGENT_982,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000911,CUST_0239,Chat,Account Issue,Resolved,2025-06-06 22:12:41,2025-06-12 22:12:41,AGENT_440,3,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000912,CUST_0240,Chat,Feature Request,Resolved,2025-09-07 22:12:41,2025-09-11 22:12:41,AGENT_494,5,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000913,CUST_0240,Self-service,Technical Support,Resolved,2025-08-04 22:12:41,2025-08-08 22:12:41,AGENT_820,4,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000914,CUST_0240,Email,Feature Request,Resolved,2025-05-14 22:12:41,2025-05-24 22:12:41,AGENT_606,5,Billing inquiry regarding recent charges. Explained pricing structure.,LiveChat,2025-10-21 22:12:41
TICKET_000915,CUST_0241,Call,Technical Support,Resolved,2025-05-28 22:12:41,2025-06-06 22:12:41,AGENT_160,4,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000916,CUST_0242,Self-service,Technical Support,Resolved,2025-09-15 22:12:41,2025-09-23 22:12:41,AGENT_879,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000917,CUST_0242,Call,Feature Request,Resolved,2025-04-29 22:12:41,2025-05-09 22:12:41,AGENT_182,4,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000918,CUST_0243,Chat,Account Issue,Resolved,2025-09-28 22:12:41,2025-10-03 22:12:41,AGENT_182,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000919,CUST_0243,Call,Technical Support,Resolved,2025-08-31 22:12:41,2025-09-08 22:12:41,AGENT_513,4,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000920,CUST_0244,Email,Billing Inquiry,Resolved,2025-09-08 22:12:41,2025-09-20 22:12:41,AGENT_585,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Zendesk,2025-10-21 22:12:41
TICKET_000921,CUST_0244,Call,Feature Request,Resolved,2025-07-30 22:12:41,2025-08-13 22:12:41,AGENT_893,5,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000922,CUST_0244,Chat,Billing Inquiry,Resolved,2025-06-04 22:12:41,2025-06-12 22:12:41,AGENT_786,5,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000923,CUST_0244,Chat,Account Issue,Resolved,2025-10-01 22:12:41,2025-10-03 22:12:41,AGENT_212,5,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000924,CUST_0244,Call,Bug Report,Resolved,2025-10-18 22:12:41,2025-10-27 22:12:41,AGENT_606,5,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000925,CUST_0245,Self-service,Billing Inquiry,Resolved,2025-07-07 22:12:41,2025-07-16 22:12:41,AGENT_607,3,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000926,CUST_0245,Call,Account Issue,Resolved,2025-05-18 22:12:41,2025-05-19 22:12:41,AGENT_320,5,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000927,CUST_0245,Self-service,Technical Support,Resolved,2025-09-12 22:12:41,2025-09-22 22:12:41,AGENT_108,3,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000928,CUST_0245,Chat,Account Issue,Resolved,2025-05-05 22:12:41,2025-05-10 22:12:41,AGENT_398,3,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000929,CUST_0245,Chat,Feature Request,Resolved,2025-05-16 22:12:41,2025-05-26 22:12:41,AGENT_474,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Support_System,2025-10-21 22:12:41
TICKET_000930,CUST_0246,Email,Account Issue,Resolved,2025-08-27 22:12:41,2025-09-02 22:12:41,AGENT_520,3,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000931,CUST_0246,Self-service,Billing Inquiry,Resolved,2025-05-20 22:12:41,2025-05-21 22:12:41,AGENT_912,3,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000932,CUST_0246,Self-service,Bug Report,Resolved,2025-07-12 22:12:41,2025-07-21 22:12:41,AGENT_238,3,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000933,CUST_0247,Self-service,Technical Support,In Progress,2025-10-13 22:12:41,,AGENT_440,3,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000934,CUST_0247,Email,Feature Request,Resolved,2025-08-18 22:12:41,2025-08-29 22:12:41,AGENT_645,4,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000935,CUST_0247,Chat,Feature Request,Resolved,2025-09-05 22:12:41,2025-09-14 22:12:41,AGENT_850,3,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000936,CUST_0247,Call,Bug Report,Resolved,2025-06-16 22:12:41,2025-06-19 22:12:41,AGENT_197,4,Feature request for additional reporting capabilities. Escalated to product team.,Support_System,2025-10-21 22:12:41
TICKET_000937,CUST_0248,Self-service,Account Issue,Resolved,2025-09-08 22:12:41,2025-09-19 22:12:41,AGENT_421,3,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000938,CUST_0248,Self-service,Bug Report,Resolved,2025-07-15 22:12:41,2025-07-29 22:12:41,AGENT_169,4,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000939,CUST_0248,Call,Technical Support,Open,2025-10-06 22:12:41,,AGENT_484,2,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000940,CUST_0248,Chat,Feature Request,Resolved,2025-09-18 22:12:41,2025-09-21 22:12:41,AGENT_965,4,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000941,CUST_0248,Email,Billing Inquiry,Resolved,2025-09-02 22:12:41,2025-09-09 22:12:41,AGENT_648,4,Technical support for integration issues. Provided API documentation.,Intercom,2025-10-21 22:12:41
TICKET_000942,CUST_0248,Email,Technical Support,Resolved,2025-05-07 22:12:41,2025-05-16 22:12:41,AGENT_443,3,Account access problem. Reset password and verified account status.,Zendesk,2025-10-21 22:12:41
TICKET_000943,CUST_0249,Call,Bug Report,Resolved,2025-08-11 22:12:41,2025-08-14 22:12:41,AGENT_627,4,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000944,CUST_0249,Email,Feature Request,Resolved,2025-08-21 22:12:41,2025-08-27 22:12:41,AGENT_884,5,Feature request for additional reporting capabilities. Escalated to product team.,Intercom,2025-10-21 22:12:41
TICKET_000945,CUST_0249,Email,Account Issue,Resolved,2025-04-27 22:12:41,2025-05-08 22:12:41,AGENT_264,5,Account access problem. Reset password and verified account status.,Intercom,2025-10-21 22:12:41
TICKET_000946,CUST_0250,Self-service,Technical Support,Resolved,2025-04-25 22:12:41,2025-05-03 22:12:41,AGENT_983,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000947,CUST_0250,Chat,Account Issue,Resolved,2025-08-13 22:12:41,2025-08-27 22:12:41,AGENT_217,4,Customer reported issue with login functionality. Provided troubleshooting steps.,LiveChat,2025-10-21 22:12:41
TICKET_000948,CUST_0250,Call,Technical Support,Resolved,2025-07-23 22:12:41,2025-07-31 22:12:41,AGENT_514,5,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000949,CUST_0250,Self-service,Account Issue,Resolved,2025-10-16 22:12:41,2025-10-23 22:12:41,AGENT_745,3,Account access problem. Reset password and verified account status.,Support_System,2025-10-21 22:12:41
TICKET_000950,CUST_0250,Call,Billing Inquiry,In Progress,2025-05-05 22:12:41,,AGENT_912,1,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000951,CUST_0250,Email,Billing Inquiry,In Progress,2025-06-06 22:12:41,,AGENT_783,3,Technical support for integration issues. Provided API documentation.,Support_System,2025-10-21 22:12:41
TICKET_000952,CUST_0250,Email,Account Issue,Resolved,2025-09-11 22:12:41,2025-09-24 22:12:41,AGENT_195,4,Account access problem. Reset password and verified account status.,LiveChat,2025-10-21 22:12:41
TICKET_000953,CUST_0250,Call,Bug Report,Resolved,2025-09-07 22:12:41,2025-09-15 22:12:41,AGENT_566,4,Technical support for integration issues. Provided API documentation.,LiveChat,2025-10-21 22:12:41
TICKET_000954,CUST_0251,Email,Bug Report,In Progress,2025-08-14 22:12:41,,AGENT_422,2,Technical support for integration issues. Provided API documentation.,Zendesk,2025-10-21 22:12:41
TICKET_000955,CUST_0251,Chat,Bug Report,Resolved,2025-04-29 22:12:41,2025-05-10 22:12:41,AGENT_672,4,Billing inquiry regarding recent charges. Explained pricing structure.,Zendesk,2025-10-21 22:12:41
TICKET_000956,CUST_0251,Email,Account Issue,Resolved,2025-08-22 22:12:41,2025-08-31 22:12:41,AGENT_154,5,Customer reported issue with login functionality. Provided troubleshooting steps.,Intercom,2025-10-21 22:12:41
TICKET_000957,CUST_0251,Self-service,Technical Support,Resolved,2025-06-17 22:12:41,2025-06-23 22:12:41,AGENT_940,5,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000958,CUST_0251,Email,Feature Request,Resolved,2025-10-01 22:12:41,2025-10-15 22:12:41,AGENT_571,5,Billing inquiry regarding recent charges. Explained pricing structure.,Intercom,2025-10-21 22:12:41
TICKET_000959,CUST_0252,Email,Bug Report,Resolved,2025-07-03 22:12:41,2025-07-07 22:12:41,AGENT_710,5,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
TICKET_000960,CUST_0252,Call,Feature Request,Resolved,2025-06-18 22:12:41,2025-06-22 22:12:41,AGENT_511,3,Feature request for additional reporting capabilities. Escalated to product team.,Zendesk,2025-10-21 22:12:41
