transaction_id,customer_id,transaction_date,amount,currency,payment_method,product_id,product_name,quantity,transaction_type,source_system,ingestion_timestamp
TXN_002574,CUST_0228,2025-08-02 22:12:41,568.43,USD,Credit Card,PROD_4914,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002575,CUST_0228,2025-09-30 22:12:41,297.69,USD,PayPal,PROD_6761,Add-on Module,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002576,CUST_0228,2025-09-27 22:12:41,589.75,USD,Bank Transfer,PROD_6800,Software License,5,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002577,CUST_0230,2025-10-15 22:12:41,752.15,USD,Credit Card,PROD_7429,Consulting,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002578,CUST_0230,2025-09-28 22:12:41,711.49,USD,Credit Card,PROD_9059,Software License,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002579,CUST_0230,2025-10-21 22:12:41,653.09,USD,Credit Card,PROD_1206,Software License,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002580,CUST_0230,2025-10-02 22:12:41,564.74,USD,Credit Card,PROD_1301,Training,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002581,CUST_0230,2025-09-13 22:12:41,830.03,USD,Bank Transfer,PROD_9841,Add-on Module,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002582,CUST_0230,2025-10-08 22:12:41,635.94,USD,Credit Card,PROD_1653,Consulting,2,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002583,CUST_0230,2025-09-19 22:12:41,250.13,USD,Credit Card,PROD_5566,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002584,CUST_0231,2025-08-14 22:12:41,373.68,USD,Credit Card,PROD_6536,Support Package,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002585,CUST_0231,2025-09-03 22:12:41,530.71,USD,Credit Card,PROD_4337,Consulting,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002586,CUST_0231,2025-09-21 22:12:41,614.32,USD,Credit Card,PROD_4110,Consulting,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002587,CUST_0231,2025-08-23 22:12:41,552.51,USD,Credit Card,PROD_1875,Software License,5,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_002588,CUST_0231,2025-08-20 22:12:41,767.59,USD,Credit Card,PROD_1697,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002589,CUST_0232,2025-08-19 22:12:41,11.36,USD,Credit Card,PROD_5622,Add-on Module,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002590,CUST_0234,2025-09-03 22:12:41,696.28,USD,Credit Card,PROD_6546,Training,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002591,CUST_0234,2025-10-15 22:12:41,303.46,USD,Credit Card,PROD_2954,Consulting,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002592,CUST_0234,2025-08-06 22:12:41,819.67,USD,PayPal,PROD_3603,Software License,3,Upgrade,Billing_Platform,2025-10-21 22:12:41
TXN_002593,CUST_0234,2025-10-19 22:12:41,648.61,USD,Credit Card,PROD_8799,Add-on Module,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002594,CUST_0234,2025-09-17 22:12:41,751.56,USD,Credit Card,PROD_1929,Training,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002595,CUST_0234,2025-07-27 22:12:41,494.53,USD,PayPal,PROD_2040,Support Package,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002596,CUST_0234,2025-09-02 22:12:41,923.75,USD,PayPal,PROD_4995,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002597,CUST_0234,2025-09-17 22:12:41,876.14,USD,Credit Card,PROD_3167,Consulting,4,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_002598,CUST_0234,2025-09-28 22:12:41,784.39,USD,Credit Card,PROD_6952,Add-on Module,4,Refund,Billing_Platform,2025-10-21 22:12:41
TXN_002599,CUST_0235,2025-09-02 22:12:41,2717.36,USD,Credit Card,PROD_7127,Add-on Module,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002600,CUST_0235,2025-08-11 22:12:41,3319.02,USD,Invoice,PROD_9469,Software License,2,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_002601,CUST_0235,2025-10-15 22:12:41,2227.65,USD,Credit Card,PROD_7491,Software License,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002602,CUST_0235,2025-09-21 22:12:41,3552.86,USD,Bank Transfer,PROD_9698,Software License,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002603,CUST_0235,2025-10-10 22:12:41,4226.23,USD,Bank Transfer,PROD_9929,Consulting,3,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002604,CUST_0235,2025-10-06 22:12:41,3735.26,USD,Credit Card,PROD_2937,Support Package,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002605,CUST_0235,2025-10-14 22:12:41,2208.39,USD,Invoice,PROD_3216,Support Package,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002606,CUST_0235,2025-08-05 22:12:41,3133.75,USD,Credit Card,PROD_8537,Support Package,2,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002607,CUST_0235,2025-08-10 22:12:41,1730.41,USD,Bank Transfer,PROD_2836,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002608,CUST_0235,2025-07-30 22:12:41,3312.69,USD,Invoice,PROD_9739,Consulting,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002609,CUST_0235,2025-10-16 22:12:41,3209.39,USD,Credit Card,PROD_9077,Consulting,3,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_002610,CUST_0235,2025-07-29 22:12:41,1241.3,USD,Credit Card,PROD_1718,Training,5,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_002611,CUST_0235,2025-09-15 22:12:41,1841.83,USD,Bank Transfer,PROD_6396,Add-on Module,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002612,CUST_0235,2025-08-17 22:12:41,2587.06,USD,Credit Card,PROD_2978,Add-on Module,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002613,CUST_0235,2025-08-12 22:12:41,2572.03,USD,Bank Transfer,PROD_5643,Training,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002614,CUST_0235,2025-09-09 22:12:41,1801.37,USD,Credit Card,PROD_7078,Consulting,2,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002615,CUST_0235,2025-10-06 22:12:41,3157.12,USD,Bank Transfer,PROD_7674,Consulting,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002616,CUST_0235,2025-10-20 22:12:41,3040.5,USD,Credit Card,PROD_3286,Consulting,1,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002617,CUST_0235,2025-08-13 22:12:41,2662.44,USD,Bank Transfer,PROD_3527,Consulting,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002618,CUST_0235,2025-08-31 22:12:41,2186.17,USD,Credit Card,PROD_2030,Support Package,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002619,CUST_0236,2025-07-06 22:12:41,32.72,USD,Bank Transfer,PROD_2477,Software License,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002620,CUST_0236,2025-06-20 22:12:41,37.25,USD,PayPal,PROD_9627,Training,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002621,CUST_0238,2025-10-17 22:12:41,755.32,USD,Credit Card,PROD_5347,Add-on Module,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002622,CUST_0238,2025-09-27 22:12:41,721.24,USD,Bank Transfer,PROD_6240,Training,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002623,CUST_0238,2025-09-22 22:12:41,1013.68,USD,Credit Card,PROD_2309,Training,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002624,CUST_0238,2025-09-18 22:12:41,788.6,USD,PayPal,PROD_5920,Add-on Module,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002625,CUST_0238,2025-09-26 22:12:41,846.54,USD,Credit Card,PROD_3016,Consulting,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002626,CUST_0238,2025-10-06 22:12:41,1079.53,USD,Credit Card,PROD_8536,Training,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002627,CUST_0238,2025-09-16 22:12:41,377.42,USD,Bank Transfer,PROD_4043,Training,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002628,CUST_0238,2025-09-21 22:12:41,1232.9,USD,PayPal,PROD_1097,Software License,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002629,CUST_0238,2025-10-15 22:12:41,902.75,USD,Credit Card,PROD_8085,Support Package,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002630,CUST_0238,2025-10-06 22:12:41,774.43,USD,Credit Card,PROD_4484,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002631,CUST_0238,2025-10-13 22:12:41,859.84,USD,Credit Card,PROD_4048,Consulting,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002632,CUST_0238,2025-10-13 22:12:41,873.53,USD,Credit Card,PROD_8539,Support Package,4,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_002633,CUST_0238,2025-10-10 22:12:41,424.64,USD,Credit Card,PROD_3612,Consulting,4,Refund,Billing_Platform,2025-10-21 22:12:41
TXN_002634,CUST_0238,2025-09-17 22:12:41,1279.72,USD,PayPal,PROD_3987,Support Package,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002635,CUST_0238,2025-09-15 22:12:41,894.44,USD,Credit Card,PROD_4094,Software License,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002636,CUST_0239,2025-09-03 22:12:41,319.84,USD,Credit Card,PROD_9606,Training,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002637,CUST_0239,2025-09-21 22:12:41,362.91,USD,PayPal,PROD_2377,Consulting,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002638,CUST_0239,2025-09-04 22:12:41,195.83,USD,PayPal,PROD_8250,Support Package,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002639,CUST_0240,2025-10-13 22:12:41,6178.86,USD,Credit Card,PROD_7444,Support Package,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002640,CUST_0240,2025-09-20 22:12:41,4975.95,USD,Credit Card,PROD_8086,Support Package,2,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002641,CUST_0240,2025-10-02 22:12:41,6784.77,USD,Invoice,PROD_4577,Consulting,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002642,CUST_0240,2025-10-12 22:12:41,1957.64,USD,Bank Transfer,PROD_7583,Add-on Module,1,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_002643,CUST_0240,2025-08-21 22:12:41,5249.52,USD,Credit Card,PROD_6922,Consulting,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002644,CUST_0240,2025-09-21 22:12:41,4431.92,USD,Credit Card,PROD_3776,Software License,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002645,CUST_0240,2025-08-18 22:12:41,6111.97,USD,Bank Transfer,PROD_1615,Support Package,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002646,CUST_0240,2025-08-22 22:12:41,6173.3,USD,Bank Transfer,PROD_9127,Training,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002647,CUST_0240,2025-10-19 22:12:41,4261.81,USD,Bank Transfer,PROD_7010,Consulting,4,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002648,CUST_0240,2025-09-30 22:12:41,4254.43,USD,Bank Transfer,PROD_1039,Consulting,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002649,CUST_0240,2025-10-01 22:12:41,5230.74,USD,Credit Card,PROD_4127,Software License,2,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002650,CUST_0240,2025-09-06 22:12:41,3955.02,USD,Bank Transfer,PROD_2162,Consulting,3,Refund,ECommerce_API,2025-10-21 22:12:41
TXN_002651,CUST_0240,2025-08-25 22:12:41,6777.0,USD,Credit Card,PROD_4422,Add-on Module,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002652,CUST_0240,2025-08-16 22:12:41,4811.1,USD,Invoice,PROD_9874,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002653,CUST_0240,2025-09-16 22:12:41,692.0,USD,Invoice,PROD_9291,Add-on Module,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002654,CUST_0240,2025-10-17 22:12:41,4801.99,USD,Bank Transfer,PROD_1232,Add-on Module,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002655,CUST_0240,2025-09-25 22:12:41,3724.69,USD,Credit Card,PROD_3089,Consulting,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002656,CUST_0240,2025-09-23 22:12:41,2762.63,USD,Invoice,PROD_2652,Training,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002657,CUST_0240,2025-08-12 22:12:41,3401.89,USD,Bank Transfer,PROD_2709,Add-on Module,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002658,CUST_0240,2025-09-15 22:12:41,5587.95,USD,Bank Transfer,PROD_1066,Training,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002659,CUST_0240,2025-10-12 22:12:41,7566.89,USD,Credit Card,PROD_3676,Consulting,4,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002660,CUST_0240,2025-09-27 22:12:41,5918.7,USD,Invoice,PROD_5918,Add-on Module,3,Refund,Billing_Platform,2025-10-21 22:12:41
TXN_002661,CUST_0240,2025-10-01 22:12:41,4425.94,USD,Credit Card,PROD_2052,Consulting,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002662,CUST_0240,2025-08-18 22:12:41,6150.35,USD,Bank Transfer,PROD_9946,Support Package,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002663,CUST_0240,2025-08-21 22:12:41,4665.21,USD,Credit Card,PROD_9555,Add-on Module,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002664,CUST_0240,2025-09-02 22:12:41,4282.95,USD,Bank Transfer,PROD_7063,Support Package,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002665,CUST_0240,2025-09-12 22:12:41,3536.71,USD,Bank Transfer,PROD_5440,Add-on Module,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002666,CUST_0240,2025-10-18 22:12:41,2566.95,USD,Bank Transfer,PROD_8271,Training,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002667,CUST_0240,2025-09-17 22:12:41,4777.48,USD,Bank Transfer,PROD_9873,Consulting,2,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002668,CUST_0240,2025-10-21 22:12:41,5666.9,USD,Invoice,PROD_2955,Consulting,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002669,CUST_0240,2025-08-13 22:12:41,5253.53,USD,Credit Card,PROD_7566,Support Package,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002670,CUST_0240,2025-10-21 22:12:41,4735.2,USD,Credit Card,PROD_8366,Training,3,Refund,Sales_System,2025-10-21 22:12:41
TXN_002671,CUST_0240,2025-08-18 22:12:41,3875.31,USD,Bank Transfer,PROD_9564,Training,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002672,CUST_0241,2025-05-23 22:12:41,93.42,USD,PayPal,PROD_3820,Training,1,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_002673,CUST_0241,2025-04-24 22:12:41,47.78,USD,Credit Card,PROD_9581,Software License,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002674,CUST_0242,2025-07-28 22:12:41,140.27,USD,Credit Card,PROD_1941,Add-on Module,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002675,CUST_0242,2025-08-20 22:12:41,79.57,USD,Credit Card,PROD_3521,Training,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002676,CUST_0243,2025-09-18 22:12:41,1387.77,USD,Credit Card,PROD_5851,Add-on Module,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002677,CUST_0243,2025-10-03 22:12:41,1003.66,USD,PayPal,PROD_9755,Support Package,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002678,CUST_0243,2025-10-19 22:12:41,1522.75,USD,Credit Card,PROD_1686,Support Package,3,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002679,CUST_0243,2025-10-13 22:12:41,2316.8,USD,Credit Card,PROD_5887,Support Package,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002680,CUST_0243,2025-10-02 22:12:41,2069.62,USD,Bank Transfer,PROD_1740,Add-on Module,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002681,CUST_0243,2025-09-09 22:12:41,2318.47,USD,PayPal,PROD_4659,Add-on Module,5,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002682,CUST_0243,2025-08-05 22:12:41,2073.12,USD,PayPal,PROD_1198,Training,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002683,CUST_0243,2025-08-27 22:12:41,1198.91,USD,PayPal,PROD_8978,Add-on Module,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002684,CUST_0243,2025-09-17 22:12:41,1614.49,USD,Credit Card,PROD_4436,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002685,CUST_0243,2025-09-02 22:12:41,1372.84,USD,PayPal,PROD_1692,Add-on Module,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002686,CUST_0243,2025-09-25 22:12:41,2507.82,USD,Credit Card,PROD_9346,Consulting,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002687,CUST_0243,2025-08-09 22:12:41,1148.84,USD,Credit Card,PROD_1308,Support Package,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002688,CUST_0243,2025-08-08 22:12:41,2272.91,USD,PayPal,PROD_8081,Add-on Module,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002689,CUST_0243,2025-09-30 22:12:41,2272.51,USD,PayPal,PROD_1725,Training,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002690,CUST_0243,2025-10-10 22:12:41,2776.16,USD,Credit Card,PROD_3292,Add-on Module,5,Upgrade,ECommerce_API,2025-10-21 22:12:41
TXN_002691,CUST_0243,2025-08-16 22:12:41,1572.07,USD,Credit Card,PROD_6114,Software License,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002692,CUST_0243,2025-10-16 22:12:41,2175.38,USD,Credit Card,PROD_8719,Add-on Module,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002693,CUST_0243,2025-08-14 22:12:41,3019.23,USD,Credit Card,PROD_2862,Training,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002694,CUST_0244,2025-08-28 22:12:41,488.86,USD,PayPal,PROD_9206,Add-on Module,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002695,CUST_0244,2025-10-05 22:12:41,323.71,USD,PayPal,PROD_9426,Training,5,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002696,CUST_0244,2025-10-08 22:12:41,261.62,USD,Credit Card,PROD_4600,Support Package,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002697,CUST_0244,2025-08-28 22:12:41,728.34,USD,Credit Card,PROD_5586,Training,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002698,CUST_0244,2025-08-24 22:12:41,261.05,USD,Credit Card,PROD_4437,Consulting,3,Refund,Billing_Platform,2025-10-21 22:12:41
TXN_002699,CUST_0244,2025-08-26 22:12:41,533.02,USD,Credit Card,PROD_4500,Software License,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002700,CUST_0244,2025-07-31 22:12:41,678.76,USD,Bank Transfer,PROD_9677,Software License,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002701,CUST_0244,2025-08-23 22:12:41,633.37,USD,Credit Card,PROD_7250,Support Package,3,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002702,CUST_0244,2025-09-08 22:12:41,676.63,USD,Credit Card,PROD_1383,Consulting,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002703,CUST_0244,2025-10-02 22:12:41,640.06,USD,Credit Card,PROD_8762,Consulting,2,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002704,CUST_0244,2025-08-25 22:12:41,830.25,USD,PayPal,PROD_3805,Add-on Module,1,Upgrade,Billing_Platform,2025-10-21 22:12:41
TXN_002705,CUST_0244,2025-08-22 22:12:41,428.61,USD,PayPal,PROD_8019,Add-on Module,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002706,CUST_0244,2025-09-17 22:12:41,478.17,USD,PayPal,PROD_5596,Add-on Module,4,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002707,CUST_0244,2025-08-25 22:12:41,460.95,USD,Credit Card,PROD_8293,Training,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002708,CUST_0244,2025-08-19 22:12:41,749.49,USD,Credit Card,PROD_9923,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002709,CUST_0244,2025-08-03 22:12:41,762.12,USD,PayPal,PROD_2086,Consulting,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002710,CUST_0244,2025-08-08 22:12:41,681.27,USD,Credit Card,PROD_5956,Consulting,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002711,CUST_0244,2025-08-17 22:12:41,813.08,USD,Bank Transfer,PROD_4442,Consulting,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002712,CUST_0244,2025-09-18 22:12:41,387.98,USD,Credit Card,PROD_1374,Consulting,4,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002713,CUST_0245,2025-08-01 22:12:41,537.6,USD,Credit Card,PROD_2782,Support Package,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002714,CUST_0246,2025-09-14 22:12:41,686.3,USD,PayPal,PROD_9959,Training,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002715,CUST_0246,2025-08-13 22:12:41,575.0,USD,Bank Transfer,PROD_2610,Add-on Module,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002716,CUST_0247,2025-08-09 22:12:41,255.94,USD,PayPal,PROD_7357,Consulting,1,Refund,Sales_System,2025-10-21 22:12:41
TXN_002717,CUST_0249,2025-10-05 22:12:41,594.57,USD,Credit Card,PROD_7350,Support Package,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002718,CUST_0249,2025-08-05 22:12:41,996.05,USD,PayPal,PROD_9378,Support Package,3,Refund,Sales_System,2025-10-21 22:12:41
TXN_002719,CUST_0249,2025-08-27 22:12:41,921.28,USD,PayPal,PROD_4974,Add-on Module,4,Refund,Sales_System,2025-10-21 22:12:41
TXN_002720,CUST_0249,2025-09-11 22:12:41,1437.86,USD,Credit Card,PROD_7779,Consulting,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002721,CUST_0249,2025-09-23 22:12:41,809.64,USD,Bank Transfer,PROD_8308,Support Package,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002722,CUST_0249,2025-08-20 22:12:41,1450.64,USD,Credit Card,PROD_4572,Software License,2,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002723,CUST_0249,2025-09-10 22:12:41,1668.02,USD,Credit Card,PROD_1536,Software License,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002724,CUST_0249,2025-10-05 22:12:41,1428.55,USD,PayPal,PROD_4647,Add-on Module,4,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002725,CUST_0249,2025-09-16 22:12:41,1282.64,USD,PayPal,PROD_7023,Training,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002726,CUST_0249,2025-08-14 22:12:41,831.72,USD,Credit Card,PROD_8919,Software License,3,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002727,CUST_0249,2025-07-30 22:12:41,881.72,USD,Bank Transfer,PROD_6287,Software License,2,Refund,Billing_Platform,2025-10-21 22:12:41
TXN_002728,CUST_0250,2025-05-31 22:12:41,316.59,USD,Credit Card,PROD_1613,Consulting,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002729,CUST_0250,2025-06-01 22:12:41,284.11,USD,PayPal,PROD_1875,Consulting,5,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002730,CUST_0250,2025-07-24 22:12:41,227.57,USD,PayPal,PROD_9394,Training,3,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002731,CUST_0250,2025-07-16 22:12:41,201.4,USD,Credit Card,PROD_1405,Consulting,5,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002732,CUST_0251,2025-08-28 22:12:41,238.47,USD,Bank Transfer,PROD_3207,Software License,1,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002733,CUST_0251,2025-09-11 22:12:41,412.64,USD,Credit Card,PROD_2950,Consulting,5,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002734,CUST_0251,2025-08-08 22:12:41,956.55,USD,Bank Transfer,PROD_3624,Training,4,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002735,CUST_0251,2025-07-23 22:12:41,374.41,USD,PayPal,PROD_7447,Consulting,2,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002736,CUST_0251,2025-09-25 22:12:41,642.5,USD,PayPal,PROD_6430,Support Package,5,Subscription Payment,Sales_System,2025-10-21 22:12:41
TXN_002737,CUST_0251,2025-09-04 22:12:41,791.68,USD,Bank Transfer,PROD_4715,Training,2,Upgrade,Billing_Platform,2025-10-21 22:12:41
TXN_002738,CUST_0251,2025-09-29 22:12:41,379.06,USD,Credit Card,PROD_6684,Consulting,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002739,CUST_0251,2025-09-19 22:12:41,641.63,USD,Credit Card,PROD_1392,Add-on Module,4,Subscription Payment,ECommerce_API,2025-10-21 22:12:41
TXN_002740,CUST_0251,2025-09-25 22:12:41,779.0,USD,Credit Card,PROD_7369,Consulting,4,Subscription Payment,Billing_Platform,2025-10-21 22:12:41
TXN_002741,CUST_0251,2025-10-06 22:12:41,610.22,USD,Credit Card,PROD_2348,Add-on Module,3,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002742,CUST_0251,2025-08-20 22:12:41,1131.09,USD,Credit Card,PROD_8240,Add-on Module,1,Purchase,Billing_Platform,2025-10-21 22:12:41
TXN_002743,CUST_0251,2025-09-08 22:12:41,303.62,USD,Credit Card,PROD_2540,Support Package,2,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002744,CUST_0251,2025-08-10 22:12:41,801.03,USD,Credit Card,PROD_5912,Training,1,Purchase,ECommerce_API,2025-10-21 22:12:41
TXN_002745,CUST_0251,2025-07-28 22:12:41,576.42,USD,Credit Card,PROD_4332,Software License,5,Purchase,Sales_System,2025-10-21 22:12:41
TXN_002746,CUST_0251,2025-08-20 22:12:41,748.72,USD,PayPal,PROD_3104,Training,1,Subscription Payment,Sales_System,2025-10-21 22:12:41
