survey_response_id,customer_id,response_date,nps_score,comments,question_id,question_text,response_text,survey_type,source_system,ingestion_timestamp
SURVEY_000278,CUST_0180,2025-09-23 22:12:41,9,"Great experience, would definitely recommend.",Q_8,How likely are you to recommend our product?,Very likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000279,CUST_0181,2025-10-01 22:12:41,9,"Love the platform, very user-friendly.",Q_10,What is your overall satisfaction with our service?,Very likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000280,CUST_0182,2025-08-02 22:12:41,7,Generally happy with the service.,Q_10,What is your overall satisfaction with our service?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000281,CUST_0182,2025-08-24 22:12:41,7,"Good product overall, some areas for improvement.",Q_3,How would you rate our customer support?,Somewhat likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000282,CUST_0183,2025-08-25 22:12:41,2,Not fully satisfied with the current features.,Q_6,How likely are you to recommend our product?,Not likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000283,CUST_0184,2025-08-25 22:12:41,1,Experiencing some issues with the platform.,Q_10,What features would you like to see improved?,Not likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000284,CUST_0186,2025-08-07 22:12:41,9,"Love the platform, very user-friendly.",Q_4,How would you rate our customer support?,Very likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000285,CUST_0186,2025-08-03 22:12:41,7,"Good product overall, some areas for improvement.",Q_1,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000286,CUST_0186,2025-08-24 22:12:41,7,"Good product overall, some areas for improvement.",Q_10,What features would you like to see improved?,Somewhat likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000287,CUST_0187,2025-10-03 22:12:41,10,"Love the platform, very user-friendly.",Q_9,How likely are you to recommend our product?,Very likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000288,CUST_0187,2025-08-22 22:12:41,7,Good platform with room for enhancement.,Q_10,What is your overall satisfaction with our service?,Somewhat likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000289,CUST_0188,2025-08-17 22:12:41,2,Experiencing some issues with the platform.,Q_2,How would you rate our customer support?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000290,CUST_0188,2025-10-03 22:12:41,1,Product needs improvement in several areas.,Q_8,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000291,CUST_0189,2025-09-02 22:12:41,4,Experiencing some issues with the platform.,Q_3,How likely are you to recommend our product?,Not likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000292,CUST_0189,2025-07-31 22:12:41,7,"Good product overall, some areas for improvement.",Q_5,How would you rate our customer support?,Somewhat likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000293,CUST_0190,2025-10-11 22:12:41,2,Not fully satisfied with the current features.,Q_2,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000294,CUST_0190,2025-09-09 22:12:41,3,Having trouble with support response times.,Q_3,How would you rate our customer support?,Not likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000295,CUST_0191,2025-08-27 22:12:41,2,Not fully satisfied with the current features.,Q_7,What features would you like to see improved?,Not likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000296,CUST_0191,2025-09-04 22:12:41,1,Having trouble with support response times.,Q_10,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000297,CUST_0192,2025-08-06 22:12:41,9,"Excellent product, very satisfied with the service.",Q_5,What is your overall satisfaction with our service?,Very likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000298,CUST_0192,2025-08-22 22:12:41,8,"Good product overall, some areas for improvement.",Q_1,How would you rate our customer support?,Somewhat likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000299,CUST_0194,2025-08-21 22:12:41,4,Not fully satisfied with the current features.,Q_9,What is your overall satisfaction with our service?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000300,CUST_0195,2025-10-07 22:12:41,3,Product needs improvement in several areas.,Q_7,How likely are you to recommend our product?,Not likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000301,CUST_0195,2025-08-31 22:12:41,2,Product needs improvement in several areas.,Q_3,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000302,CUST_0196,2025-08-06 22:12:41,10,Outstanding support and features.,Q_4,How likely are you to recommend our product?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000303,CUST_0196,2025-08-30 22:12:41,10,"Love the platform, very user-friendly.",Q_3,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000304,CUST_0197,2025-09-30 22:12:41,9,"Great experience, would definitely recommend.",Q_7,What is your overall satisfaction with our service?,Very likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000305,CUST_0197,2025-08-31 22:12:41,7,Good platform with room for enhancement.,Q_7,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000306,CUST_0197,2025-08-13 22:12:41,8,"Satisfied with most features, minor issues.",Q_6,What is your overall satisfaction with our service?,Somewhat likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000307,CUST_0199,2025-10-19 22:12:41,4,Experiencing some issues with the platform.,Q_1,How would you rate our customer support?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000308,CUST_0199,2025-09-19 22:12:41,6,Having trouble with support response times.,Q_5,What is your overall satisfaction with our service?,Not likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000309,CUST_0200,2025-10-08 22:12:41,9,"Excellent product, very satisfied with the service.",Q_1,How would you rate our customer support?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000310,CUST_0200,2025-09-16 22:12:41,9,"Great experience, would definitely recommend.",Q_3,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000311,CUST_0201,2025-08-10 22:12:41,9,"Great experience, would definitely recommend.",Q_6,What features would you like to see improved?,Very likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000312,CUST_0201,2025-07-25 22:12:41,8,Good platform with room for enhancement.,Q_10,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000313,CUST_0203,2025-09-26 22:12:41,7,Generally happy with the service.,Q_9,What features would you like to see improved?,Somewhat likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000314,CUST_0204,2025-09-19 22:12:41,4,Having trouble with support response times.,Q_10,How likely are you to recommend our product?,Not likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000315,CUST_0204,2025-08-06 22:12:41,5,Experiencing some issues with the platform.,Q_8,How likely are you to recommend our product?,Not likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000316,CUST_0205,2025-09-19 22:12:41,4,Not fully satisfied with the current features.,Q_3,What features would you like to see improved?,Not likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000317,CUST_0206,2025-09-12 22:12:41,4,Experiencing some issues with the platform.,Q_3,What features would you like to see improved?,Not likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000318,CUST_0207,2025-09-27 22:12:41,9,Outstanding support and features.,Q_1,What features would you like to see improved?,Very likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000319,CUST_0207,2025-08-03 22:12:41,9,"Excellent product, very satisfied with the service.",Q_2,What features would you like to see improved?,Very likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000320,CUST_0207,2025-08-06 22:12:41,7,"Satisfied with most features, minor issues.",Q_8,What features would you like to see improved?,Somewhat likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000321,CUST_0208,2025-08-24 22:12:41,7,"Good product overall, some areas for improvement.",Q_4,What features would you like to see improved?,Somewhat likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000322,CUST_0208,2025-08-13 22:12:41,7,Good platform with room for enhancement.,Q_10,How would you rate our customer support?,Somewhat likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000323,CUST_0208,2025-10-20 22:12:41,9,"Great experience, would definitely recommend.",Q_1,What features would you like to see improved?,Very likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000324,CUST_0209,2025-08-23 22:12:41,8,"Good product overall, some areas for improvement.",Q_4,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000325,CUST_0209,2025-10-21 22:12:41,9,Outstanding support and features.,Q_6,How would you rate our customer support?,Very likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000326,CUST_0209,2025-10-18 22:12:41,9,"Excellent product, very satisfied with the service.",Q_6,How would you rate our customer support?,Very likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000327,CUST_0210,2025-10-10 22:12:41,8,Good platform with room for enhancement.,Q_8,What features would you like to see improved?,Somewhat likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000328,CUST_0212,2025-09-05 22:12:41,10,"Excellent product, very satisfied with the service.",Q_8,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000329,CUST_0212,2025-10-07 22:12:41,8,"Satisfied with most features, minor issues.",Q_9,What is your overall satisfaction with our service?,Somewhat likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000330,CUST_0213,2025-09-26 22:12:41,9,"Love the platform, very user-friendly.",Q_8,How would you rate our customer support?,Very likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000331,CUST_0213,2025-08-12 22:12:41,9,"Excellent product, very satisfied with the service.",Q_8,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000332,CUST_0213,2025-08-29 22:12:41,7,"Good product overall, some areas for improvement.",Q_6,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000333,CUST_0214,2025-09-23 22:12:41,7,"Satisfied with most features, minor issues.",Q_7,What is your overall satisfaction with our service?,Somewhat likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000334,CUST_0214,2025-08-26 22:12:41,10,"Love the platform, very user-friendly.",Q_7,How would you rate our customer support?,Very likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000335,CUST_0214,2025-07-30 22:12:41,8,Good platform with room for enhancement.,Q_1,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000336,CUST_0215,2025-09-04 22:12:41,8,"Satisfied with most features, minor issues.",Q_1,What is your overall satisfaction with our service?,Somewhat likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000337,CUST_0215,2025-09-30 22:12:41,9,Outstanding support and features.,Q_4,What is your overall satisfaction with our service?,Very likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000338,CUST_0216,2025-09-09 22:12:41,7,"Good product overall, some areas for improvement.",Q_1,How would you rate our customer support?,Somewhat likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000339,CUST_0216,2025-10-05 22:12:41,10,"Love the platform, very user-friendly.",Q_8,How would you rate our customer support?,Very likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000340,CUST_0218,2025-08-31 22:12:41,7,Generally happy with the service.,Q_3,How likely are you to recommend our product?,Somewhat likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000341,CUST_0219,2025-08-20 22:12:41,1,Not fully satisfied with the current features.,Q_10,How would you rate our customer support?,Not likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000342,CUST_0219,2025-09-07 22:12:41,5,Product needs improvement in several areas.,Q_6,What is your overall satisfaction with our service?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000343,CUST_0220,2025-08-17 22:12:41,7,"Good product overall, some areas for improvement.",Q_8,What features would you like to see improved?,Somewhat likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000344,CUST_0221,2025-09-01 22:12:41,10,Outstanding support and features.,Q_10,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,Qualtrics,2025-10-21 22:12:41
SURVEY_000345,CUST_0221,2025-09-10 22:12:41,9,Outstanding support and features.,Q_4,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000346,CUST_0221,2025-08-15 22:12:41,10,"Great experience, would definitely recommend.",Q_3,What is your overall satisfaction with our service?,Very likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000347,CUST_0222,2025-07-27 22:12:41,3,Product needs improvement in several areas.,Q_6,What features would you like to see improved?,Not likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000348,CUST_0223,2025-09-26 22:12:41,10,"Great experience, would definitely recommend.",Q_4,What features would you like to see improved?,Very likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000349,CUST_0223,2025-07-31 22:12:41,7,Generally happy with the service.,Q_1,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000350,CUST_0224,2025-08-12 22:12:41,8,"Good product overall, some areas for improvement.",Q_6,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000351,CUST_0224,2025-09-10 22:12:41,9,"Excellent product, very satisfied with the service.",Q_3,How would you rate our customer support?,Very likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000352,CUST_0224,2025-09-06 22:12:41,7,"Good product overall, some areas for improvement.",Q_7,How would you rate our customer support?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000353,CUST_0226,2025-09-28 22:12:41,9,Outstanding support and features.,Q_10,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000354,CUST_0226,2025-10-08 22:12:41,9,"Great experience, would definitely recommend.",Q_1,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000355,CUST_0227,2025-10-15 22:12:41,7,"Satisfied with most features, minor issues.",Q_8,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000356,CUST_0228,2025-10-17 22:12:41,10,Outstanding support and features.,Q_1,What features would you like to see improved?,Very likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000357,CUST_0228,2025-08-19 22:12:41,8,Generally happy with the service.,Q_9,How would you rate our customer support?,Somewhat likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000358,CUST_0228,2025-08-27 22:12:41,8,Good platform with room for enhancement.,Q_8,How would you rate our customer support?,Somewhat likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000359,CUST_0230,2025-09-21 22:12:41,10,"Great experience, would definitely recommend.",Q_10,What features would you like to see improved?,Very likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000360,CUST_0231,2025-08-05 22:12:41,9,"Great experience, would definitely recommend.",Q_2,How likely are you to recommend our product?,Very likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000361,CUST_0233,2025-10-11 22:12:41,2,Not fully satisfied with the current features.,Q_3,What features would you like to see improved?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000362,CUST_0233,2025-09-07 22:12:41,3,Having trouble with support response times.,Q_4,How likely are you to recommend our product?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000363,CUST_0234,2025-09-28 22:12:41,9,"Great experience, would definitely recommend.",Q_9,What features would you like to see improved?,Very likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000364,CUST_0234,2025-08-01 22:12:41,8,"Satisfied with most features, minor issues.",Q_3,What is your overall satisfaction with our service?,Somewhat likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000365,CUST_0235,2025-09-16 22:12:41,9,"Love the platform, very user-friendly.",Q_9,What is your overall satisfaction with our service?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000366,CUST_0235,2025-08-29 22:12:41,9,Outstanding support and features.,Q_8,What is your overall satisfaction with our service?,Very likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000367,CUST_0235,2025-09-01 22:12:41,9,"Love the platform, very user-friendly.",Q_10,What features would you like to see improved?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000368,CUST_0236,2025-10-18 22:12:41,1,Product needs improvement in several areas.,Q_8,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000369,CUST_0236,2025-10-11 22:12:41,1,Product needs improvement in several areas.,Q_6,What features would you like to see improved?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000370,CUST_0238,2025-10-19 22:12:41,9,"Love the platform, very user-friendly.",Q_8,What features would you like to see improved?,Very likely to recommend,NPS,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000371,CUST_0238,2025-10-15 22:12:41,7,"Good product overall, some areas for improvement.",Q_9,How would you rate our customer support?,Somewhat likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000372,CUST_0239,2025-08-21 22:12:41,7,"Satisfied with most features, minor issues.",Q_8,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000373,CUST_0240,2025-08-30 22:12:41,10,"Excellent product, very satisfied with the service.",Q_4,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000374,CUST_0241,2025-08-08 22:12:41,2,Having trouble with support response times.,Q_1,How would you rate our customer support?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000375,CUST_0242,2025-08-04 22:12:41,5,Having trouble with support response times.,Q_1,How would you rate our customer support?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000376,CUST_0243,2025-08-10 22:12:41,7,"Good product overall, some areas for improvement.",Q_9,How likely are you to recommend our product?,Somewhat likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000377,CUST_0243,2025-08-12 22:12:41,10,"Excellent product, very satisfied with the service.",Q_7,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000378,CUST_0244,2025-08-10 22:12:41,9,"Great experience, would definitely recommend.",Q_3,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000379,CUST_0244,2025-09-29 22:12:41,10,"Great experience, would definitely recommend.",Q_10,How likely are you to recommend our product?,Very likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000380,CUST_0244,2025-07-23 22:12:41,7,"Good product overall, some areas for improvement.",Q_10,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000381,CUST_0245,2025-08-14 22:12:41,4,Having trouble with support response times.,Q_1,How likely are you to recommend our product?,Not likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000382,CUST_0246,2025-10-10 22:12:41,7,Good platform with room for enhancement.,Q_4,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000383,CUST_0246,2025-10-11 22:12:41,4,Not fully satisfied with the current features.,Q_3,What is your overall satisfaction with our service?,Not likely to recommend,NPS,Email_Survey,2025-10-21 22:12:41
SURVEY_000384,CUST_0247,2025-08-17 22:12:41,4,Product needs improvement in several areas.,Q_6,What features would you like to see improved?,Not likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000385,CUST_0248,2025-08-12 22:12:41,5,Experiencing some issues with the platform.,Q_9,How would you rate our customer support?,Not likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000386,CUST_0249,2025-10-14 22:12:41,7,"Satisfied with most features, minor issues.",Q_8,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000387,CUST_0249,2025-09-17 22:12:41,10,"Excellent product, very satisfied with the service.",Q_6,What is your overall satisfaction with our service?,Very likely to recommend,Support Satisfaction,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000388,CUST_0249,2025-09-29 22:12:41,10,Outstanding support and features.,Q_2,What features would you like to see improved?,Very likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000389,CUST_0250,2025-10-19 22:12:41,7,"Good product overall, some areas for improvement.",Q_2,What is your overall satisfaction with our service?,Somewhat likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000390,CUST_0250,2025-08-07 22:12:41,6,Having trouble with support response times.,Q_4,How would you rate our customer support?,Not likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000391,CUST_0251,2025-09-14 22:12:41,10,"Excellent product, very satisfied with the service.",Q_2,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000392,CUST_0252,2025-08-07 22:12:41,3,Having trouble with support response times.,Q_8,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000393,CUST_0253,2025-09-05 22:12:41,10,"Great experience, would definitely recommend.",Q_3,How would you rate our customer support?,Very likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000394,CUST_0253,2025-09-05 22:12:41,9,"Excellent product, very satisfied with the service.",Q_7,What features would you like to see improved?,Very likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000395,CUST_0254,2025-10-17 22:12:41,9,"Excellent product, very satisfied with the service.",Q_1,What features would you like to see improved?,Very likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000396,CUST_0255,2025-08-15 22:12:41,7,Generally happy with the service.,Q_7,What features would you like to see improved?,Somewhat likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
SURVEY_000397,CUST_0255,2025-10-21 22:12:41,7,"Satisfied with most features, minor issues.",Q_1,What features would you like to see improved?,Somewhat likely to recommend,Product Feedback,Email_Survey,2025-10-21 22:12:41
SURVEY_000398,CUST_0256,2025-08-31 22:12:41,4,Experiencing some issues with the platform.,Q_2,How would you rate our customer support?,Not likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000399,CUST_0257,2025-08-20 22:12:41,10,"Love the platform, very user-friendly.",Q_4,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,Email_Survey,2025-10-21 22:12:41
SURVEY_000400,CUST_0258,2025-10-19 22:12:41,4,Having trouble with support response times.,Q_3,What features would you like to see improved?,Not likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000401,CUST_0258,2025-09-13 22:12:41,2,Experiencing some issues with the platform.,Q_7,How likely are you to recommend our product?,Not likely to recommend,NPS,InApp_Survey,2025-10-21 22:12:41
SURVEY_000402,CUST_0259,2025-08-05 22:12:41,10,Outstanding support and features.,Q_7,How likely are you to recommend our product?,Very likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000403,CUST_0259,2025-10-12 22:12:41,7,"Satisfied with most features, minor issues.",Q_5,How likely are you to recommend our product?,Somewhat likely to recommend,Support Satisfaction,InApp_Survey,2025-10-21 22:12:41
SURVEY_000404,CUST_0261,2025-09-16 22:12:41,8,"Good product overall, some areas for improvement.",Q_1,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,Qualtrics,2025-10-21 22:12:41
SURVEY_000405,CUST_0261,2025-10-13 22:12:41,9,"Great experience, would definitely recommend.",Q_4,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000406,CUST_0261,2025-07-28 22:12:41,7,"Good product overall, some areas for improvement.",Q_3,How likely are you to recommend our product?,Somewhat likely to recommend,Onboarding Survey,Qualtrics,2025-10-21 22:12:41
SURVEY_000407,CUST_0263,2025-09-05 22:12:41,10,"Great experience, would definitely recommend.",Q_5,How would you rate our customer support?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000408,CUST_0263,2025-08-02 22:12:41,9,"Excellent product, very satisfied with the service.",Q_2,What is your overall satisfaction with our service?,Very likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000409,CUST_0264,2025-09-04 22:12:41,10,"Great experience, would definitely recommend.",Q_7,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000410,CUST_0266,2025-10-06 22:12:41,7,"Good product overall, some areas for improvement.",Q_4,What is your overall satisfaction with our service?,Somewhat likely to recommend,NPS,Qualtrics,2025-10-21 22:12:41
SURVEY_000411,CUST_0266,2025-10-11 22:12:41,8,"Good product overall, some areas for improvement.",Q_8,What is your overall satisfaction with our service?,Somewhat likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000412,CUST_0267,2025-08-05 22:12:41,7,"Good product overall, some areas for improvement.",Q_1,How likely are you to recommend our product?,Somewhat likely to recommend,Product Feedback,InApp_Survey,2025-10-21 22:12:41
SURVEY_000413,CUST_0267,2025-07-27 22:12:41,10,"Love the platform, very user-friendly.",Q_4,How would you rate our customer support?,Very likely to recommend,Onboarding Survey,InApp_Survey,2025-10-21 22:12:41
SURVEY_000414,CUST_0268,2025-08-30 22:12:41,5,Product needs improvement in several areas.,Q_8,What is your overall satisfaction with our service?,Not likely to recommend,Support Satisfaction,Email_Survey,2025-10-21 22:12:41
SURVEY_000415,CUST_0269,2025-10-03 22:12:41,9,"Great experience, would definitely recommend.",Q_8,What features would you like to see improved?,Very likely to recommend,Onboarding Survey,SurveyMonkey,2025-10-21 22:12:41
